,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY
508,508,998,i grew up in brooklyn taking the subway my entire life but appreciate the thought. find me a suburb that does not rely on highway infrastructure and we have a deal,2021-03-31 13:01:53+00:00,2021-03-31,2021-13
509,509,999,"no because i left, but i can tell you the train creeping up on 30th avenue? i am walking faster than it.",2021-03-31 12:47:11+00:00,2021-03-31,2021-13
510,510,1000,"i am waiting for the q13 and q16 ( mta q13, q16, q28 (39th ave and union street) in flushing, ny) https: and and t.co and eolmvih0rj",2021-03-31 12:39:31+00:00,2021-03-31,2021-13
511,511,1001,is this manhattan bound w train at 30th ave going to be moving anytime soon?,2021-03-31 12:37:33+00:00,2021-03-31,2021-13
512,512,1002,missing in this map are 4 sbs bus lines with near subway headways and 2 other very high frequency bus lines; 2 of those 6 lines are effectively alternatives to avenue subways with tons of spare capacity https: and and t.co and 3gnglgjpkr https: and and t.co and bhba60juig,2021-03-31 12:36:44+00:00,2021-03-31,2021-13
513,513,1004,"i just got on the 7 ( mta subway 74th st and roosevelt ave and jackson hts (7 and e and f and m and r) in elmhurst, ny) https: and and t.co and rsockhss4l",2021-03-31 12:19:08+00:00,2021-03-31,2021-13
514,514,1005,put her on a subway alone and she will change her tune immediately.,2021-03-31 12:18:04+00:00,2021-03-31,2021-13
515,515,1006,any news on train going to nyps?,2021-03-31 12:17:08+00:00,2021-03-31,2021-13
516,516,1008,train 3212 the 7:22 arrival to ny penny station is currently not moving in between secaucus and ny penn,2021-03-31 11:17:10+00:00,2021-03-31,2021-13
517,517,1009,have not been on a train like this in ages. thank you production for the stupid early calltime. trying to keep my anxiety in check. 7 train https: and and t.co and 7ddfyqldxy,2021-03-31 11:12:11+00:00,2021-03-31,2021-13
518,518,1011,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and rdeqj9kmsg",2021-03-31 10:51:47+00:00,2021-03-31,2021-13
519,519,1013,"i am at mta subway vernon blvd and jackson ave (7) in new york, ny https: and and t.co and hjtjfafj0m",2021-03-31 08:02:26+00:00,2021-03-31,2021-13
520,520,1014,yes. it has it in there. i try to stay in those tide pools. otherwise it is like an nyc subway tunnel. may the spring bring you health and peace https: and and t.co and 3wg2giufty,2021-03-31 04:27:19+00:00,2021-03-31,2021-13
521,521,1017,"to be fair, it is only in the 718 once it comes with me on the subway!",2021-03-31 03:59:25+00:00,2021-03-31,2021-13
522,522,1020,what is going on n train 9846 announced local and digital signs all say local. then the train and apps say express i get off then manual announcements says it is actually running express so what is the truth ??? just trying to get home and this is a mess,2021-03-31 03:15:11+00:00,2021-03-31,2021-13
523,523,1022,"good news for straphangers: f &amp; c train service will be restored! thank you for litigating, for organizing, for (finally) listening. https: and and t.co and tusbixbwp9",2021-03-31 02:32:18+00:00,2021-03-31,2021-13
524,524,1025,oje of tha worst things is when someone feels the need to smoke a cig on the train,2021-03-31 02:15:53+00:00,2021-03-31,2021-13
525,525,1026,watching the evening news a black man kicked a 65 yr. old asian women knocking her to the ground. then repeatedly kicked her in the head! a black male while on a subway strangled an asian man until he feel limp. why because the asian's come here an work? who is the racist?! https: and and t.co and d9apgzfgiv,2021-03-31 02:15:16+00:00,2021-03-31,2021-13
526,526,1027,"sobbing into a mask on the subway is significantly less cathartic than sobbing without a mask, can confirm",2021-03-31 01:41:26+00:00,2021-03-31,2021-13
527,527,1028,that train is never late,2021-03-31 01:26:39+00:00,2021-03-31,2021-13
528,528,1033,"if this was really about getting people back on the subway we would be talking about improving accessibility &amp; service, cleaning stations, and improvements like re opening bathrooms. but its not really about any of that. https: and and t.co and shmw5w2ia6",2021-03-31 00:55:35+00:00,2021-03-31,2021-13
529,529,1036,"the asian dude on the mta should not call this dude the n word, and the dude who beat this dude up, he should have been a adult and address this issue like an adult",2021-03-31 00:29:08+00:00,2021-03-31,2021-13
530,530,1037,"simple things like being scared to reply ""no"" when a man asks me if i have a bf. it is easier to say ""yes."" just two days ago having a man follow me in the subway. it is all related.",2021-03-31 00:25:56+00:00,2021-03-31,2021-13
531,531,1039,"sitting across from a couple, on a moderately busy train, doing lines in the open... missed the city",2021-04-10 23:52:57+00:00,2021-04-10,2021-14
532,532,1040,how many employees walk thru a station and see people disturbing the peace and do nothing about it? almost all them.,2021-04-10 23:27:26+00:00,2021-04-10,2021-14
533,533,1041,all of these vastly increase complexity and reduce capacity.... and still does not address the question of how you get a stuck car out of a single lane tunnel. maybe just build a bus or subway tunnel instead?,2021-04-10 23:20:54+00:00,2021-04-10,2021-14
534,534,1042,do not know if it helps but the train number was 4330,2021-04-10 23:17:16+00:00,2021-04-10,2021-14
535,535,1043,no because i got on the train. she is still there at the moment.,2021-04-10 23:06:57+00:00,2021-04-10,2021-14
536,536,1044,"i swear the covid nyc subway celeb cameo advisories are mostly fake. i just heard one in the bronx that was like ""(de blasio not even trying to do a jewy voice) hey guys it is me mr. seinfeld from the seinfeld show, what is the deal with not wearing a mask""",2021-04-10 23:04:49+00:00,2021-04-10,2021-14
537,537,1045,please come get this woman talking crazy at 34th street train station on the queens bound n train. she scaring everyone and giving us anxiety. people do not feel safe,2021-04-10 23:03:31+00:00,2021-04-10,2021-14
538,538,1046,"( mta subway canal st (1) in new york, ny) https: and and t.co and iiic9ekrdd",2021-04-10 22:53:29+00:00,2021-04-10,2021-14
539,539,1048,this girl on the subway just called it houston street and,2021-04-10 22:47:00+00:00,2021-04-10,2021-14
540,540,1050,i forget that the train be tweaking on weekends disgusted,2021-04-10 22:09:36+00:00,2021-04-10,2021-14
541,541,1051,i am on the m train and i can see that everyone is on their roof and gahhh i need my homies back because it is clearly drinking on the roof season!!,2021-04-10 21:51:10+00:00,2021-04-10,2021-14
542,542,1052,had to take a shit now i missed the train,2021-04-10 21:50:20+00:00,2021-04-10,2021-14
543,543,1053,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and gw0x0wunm3",2021-04-10 21:44:33+00:00,2021-04-10,2021-14
544,544,1054,nahh what really blows mine is when niggas sit next to me on the train like there are not mad available seats,2021-04-10 21:12:42+00:00,2021-04-10,2021-14
545,545,1055,it is been a while since i have rode the subway but good to know people with the most baggage and carts still stand in front of the door as you try to exit.,2021-04-10 21:08:44+00:00,2021-04-10,2021-14
546,546,1056,it is always a good day when i hear andean music on the subway. https: and and t.co and yihse80nrh,2021-04-10 21:01:45+00:00,2021-04-10,2021-14
547,547,1057,"they are bumping dmx on the subway right now, half the people are loving it half are super confused i love nyc so much laugh",2021-04-10 20:58:54+00:00,2021-04-10,2021-14
548,548,1059,yo i had to wait 20 minutes for the next train &amp; i was on my way back from newark... not a station you want to be stuck at,2021-04-10 20:35:07+00:00,2021-04-10,2021-14
549,549,1063,"fair enough! and i had my own experience with the subway (not good) and bus (better) when i was mobility impaired for a couple of weeks. i live and move around in areas with very good bus service, so i understand that i am on the fortunate end of the scale.",2021-04-10 19:55:56+00:00,2021-04-10,2021-14
550,550,1064,he sukks i am on the will zalatoris train,2021-04-10 19:48:43+00:00,2021-04-10,2021-14
551,551,1065,missing the train by one second really can fuck up your mood,2021-04-10 19:47:08+00:00,2021-04-10,2021-14
552,552,1066,those people are definitely not taking the subway.,2021-04-10 19:41:09+00:00,2021-04-10,2021-14
553,553,1069,tired of people asking me for shit when i am just tryin to to get on the train,2021-04-10 19:09:08+00:00,2021-04-10,2021-14
554,554,1071,"it is still really not worth it. terrible stores. it is like people scrambling for lifeboats on the titanic or last train from paris in the checkout. horrible places. everyone in a shopping ""daze.""",2021-04-10 18:51:44+00:00,2021-04-10,2021-14
555,555,1073,please fix the machines on the 6 train at 116th st so we can buy metro cards and not go to jail for fare evasion. they are all only accepting cash and the booth agent cannot give change.,2021-04-10 18:25:57+00:00,2021-04-10,2021-14
556,556,1074,i am on a pretty crowded a train. 95%+ mask usage. proud of my city. we have not given up the fight yet.,2021-04-10 18:23:23+00:00,2021-04-10,2021-14
557,557,1075,some asshat just took his mask off beside me on the subway. i told him to put it back on and people laughed at him. bam,2021-04-10 18:22:24+00:00,2021-04-10,2021-14
558,558,1078,"went to two bars yesterday, had to run after the f train, and saw friends (who are all vaccinated as i also am)....is this...life coming back to life!? spring as sprung.",2021-04-10 17:58:10+00:00,2021-04-10,2021-14
559,559,1079,seriously .... 16 minutes for an uptown d train how does this happen ??? https: and and t.co and rbkl8c2ex9,2021-04-10 17:54:07+00:00,2021-04-10,2021-14
560,560,1081,"the nyc subway only counts entries, you do not swipe to exit. so any boarding is counted",2021-04-10 17:14:54+00:00,2021-04-10,2021-14
561,561,1084,can you all please put your masks on when taking the 7 train to the game and do not vape inside the subway car thank you,2021-04-10 16:44:56+00:00,2021-04-10,2021-14
562,562,1087,this subway smells like a petting zoo,2021-04-10 16:32:34+00:00,2021-04-10,2021-14
563,563,1088,i have taken amtrak to cleveland. i do not want to do it again (train was 6 hours late one way...return was 14 hours late) i do not think it is a stretch to suggest that amtrak's current rail infrastructure outside the nec is sub optimal at best.,2021-04-10 16:25:21+00:00,2021-04-10,2021-14
564,564,1089,i just heard something i have not heard in a few years 'i thought you were bernie sanders!' the gentleman at the train station added 'he is a good man.',2021-04-10 16:02:00+00:00,2021-04-10,2021-14
565,565,1093,yeah it was bigtime on news! also buses passes 1 million too!,2021-04-10 15:35:05+00:00,2021-04-10,2021-14
566,566,1098,keep the train going. it is getting close to the station now. https: and and t.co and fbnauyvnwk,2021-04-10 14:50:54+00:00,2021-04-10,2021-14
567,567,1099,why was i charged $5.50 last night when i was not even out i was home. who authorized young to charge my card? i am requesting a refund because i did not authorize this https: and and t.co and casaa59krm,2021-04-10 14:42:02+00:00,2021-04-10,2021-14
568,568,1100,"man with a festering open wound on the subway this morning, new york really is not dead",2021-04-10 14:31:27+00:00,2021-04-10,2021-14
569,569,1102,"it was crowded but not packed on the f train yesterday afternoon, first time in 3 weeks that there were no empty seats.",2021-04-10 13:51:12+00:00,2021-04-10,2021-14
570,570,1104,"please! a train to pitkin avenue, holla!",2021-04-10 13:31:48+00:00,2021-04-10,2021-14
571,571,1105,no this is a real thing we would bully kids for the puffier and wider their coat was the more they got pushed around on the bus and train lmfaooooo https: and and t.co and 2zf2e3tsof,2021-04-10 13:26:46+00:00,2021-04-10,2021-14
572,572,1107,"i mean, you just know today will be a good day when your morning train is arriving as soon as you start walking down the stairs.",2021-04-10 12:57:33+00:00,2021-04-10,2021-14
573,573,1109,did i miss news about this? was thursday the first day subway ridership crested 2 million since the pandemic began? https: and and t.co and nc6nbjmlpc,2021-04-10 12:09:58+00:00,2021-04-10,2021-14
574,574,1111,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and l0inritdrx",2021-04-10 08:57:54+00:00,2021-04-10,2021-14
575,575,1112,you never kno what you will see at this time onna bronx bound train,2021-04-10 05:58:41+00:00,2021-04-10,2021-14
576,576,1114,unfortunately there is no vaccine yet to fight off psychos pushing innocent people onto the train track.,2021-04-10 04:40:55+00:00,2021-04-10,2021-14
577,577,1116,"the a train is going local because of track work. the city is healing we are back to express trains going local, and other lines running on other train lines during the weekend. and i am here for it",2021-04-10 04:07:42+00:00,2021-04-10,2021-14
578,578,1117,i have been meaning to watch minding the gap forever now but the infinity train pilot was so fucking sick,2021-04-10 03:39:06+00:00,2021-04-10,2021-14
579,579,1122,people who run for the train make me upset,2021-04-10 02:33:34+00:00,2021-04-10,2021-14
580,580,1123,do niggas like subway?,2021-04-10 02:26:42+00:00,2021-04-10,2021-14
581,581,1129,you never even know what train you are on,2021-04-10 02:01:18+00:00,2021-04-10,2021-14
582,582,1132,what kind of bird takes the subway? https: and and t.co and 5rhqkjwbkx,2021-04-10 01:48:18+00:00,2021-04-10,2021-14
583,583,1134,through the rain through the train through the rain,2021-04-10 00:57:48+00:00,2021-04-10,2021-14
584,584,1137,why do nyc niggas think it is cool to play music on a bluetooth speaker for the whole train ride. brother buy some headphones please,2021-04-10 00:17:16+00:00,2021-04-10,2021-14
585,585,1141,"50 minutes oh my god how rough, try riding the subway to a minimum wage job, i am a huge baseball fan, been since 61, dominican, i grew up where sundays were mass at 6am and a double header after, stay out, cancel the season, fans like me could care less about millionaires in $ dispute",2020-05-27 23:22:13+00:00,2020-05-27,2020-21
586,586,1144,i am going to get a phone call on the train like why would you leave but why tf would you all leave me here alone all day,2020-05-27 23:16:35+00:00,2020-05-27,2020-21
587,587,1148,this!!! i stay with a mask and sunglasses on and still have people telling me they love me and want to get to know me on the subway https: and and t.co and 8zh9u69p7a,2020-05-27 22:19:19+00:00,2020-05-27,2020-21
588,588,1149,210miles to go in the nyc runs nyc subway system challenge ... https: and and t.co and 0dre2gxzpe,2020-05-27 22:17:12+00:00,2020-05-27,2020-21
589,589,1157,"i got my covid 19 antibody test today at the manhattanville clinic in harlem. only two blocks from the 125th street subway stop. everyone there was so kind and delightful. it was not crowded at all, so everyone... https: and and t.co and e4bgpkzrud",2020-05-27 20:36:48+00:00,2020-05-27,2020-21
590,590,1164,cool news disney but i swear if you put a super rare character up on the train station waving at me i might riot.,2020-05-27 19:32:22+00:00,2020-05-27,2020-21
591,591,1166,when you hear the lion king intro when you get off any train stop,2020-05-27 19:20:15+00:00,2020-05-27,2020-21
592,592,1172,body marked up like the subway in harlem,2020-05-27 18:15:31+00:00,2020-05-27,2020-21
593,593,1173,"can we... i do not know, spend some dollars building nyc's bike infrastructure since who knows how all of us will get back to mta?",2020-05-27 18:10:51+00:00,2020-05-27,2020-21
594,594,1181,"darn, you mean i missed the train wreck i have been waiting for all this time? https: and and t.co and wk1nv3ziod",2020-05-27 17:03:42+00:00,2020-05-27,2020-21
595,595,1182,"yeah, that train definitely will not make it into the future",2020-05-27 16:50:57+00:00,2020-05-27,2020-21
596,596,1184,thanks for keeping our subways clean and safe! on the way for some essential dental surgery. has ever ridden the subway? https: and and t.co and o8f2ym5iiu,2020-05-27 16:40:45+00:00,2020-05-27,2020-21
597,597,1187,"the sun wearing sunglasses: we get it, it is summer. whatever. the moon wearing sunglasses: who is she running from? what is she hiding? is she trying to board a train to vienna without being spotted by les gendarmes?",2020-05-27 15:35:34+00:00,2020-05-27,2020-21
598,598,1189,"good morning , i have a hypothetical, is it okay that a business considers itself essential &amp; pressures they employees to come in at a time when they is an abundance of people on subway &amp; bus services?",2020-05-27 15:24:08+00:00,2020-05-27,2020-21
599,599,1190,"good morning , i have a hypothetical, is it okay that a business considers itself essential &amp; pressures they employees to come in at a time when they is an abundance of people on subway &amp; bus services? they are already cc'd on everything you do by the way.",2020-05-27 15:19:05+00:00,2020-05-27,2020-21
600,600,1191,"good morning , i have a hypothetical, is it okay that a business considers itself essential &amp; pressures they employees to come in at a time when they is an abundance of people on subway &amp; bus services?",2020-05-27 15:16:15+00:00,2020-05-27,2020-21
601,601,1193,"infinity train on hbomax, nice.",2020-05-27 14:59:58+00:00,2020-05-27,2020-21
602,602,1195,"i have a hypothetical, is it okay that a business considers itself essential &amp; pressures they employees to come in at a time when they is an abundance of people on subway &amp; bus services?",2020-05-27 14:43:07+00:00,2020-05-27,2020-21
603,603,1196,the path to the delacorte in . is it too early to line up for tickets to ? https: and and t.co and fzsgydpxul,2020-05-27 14:42:55+00:00,2020-05-27,2020-21
604,604,1198,please consider giving your workers some back up to rid the trains of people refusing to pay. i see it every ride every day. respect to all workers who have kept trains running.,2020-05-27 14:41:25+00:00,2020-05-27,2020-21
605,605,1199,i hope that does not get away with it regarding the reservation on the subway because it is not feasible &amp; i hope that forgets about airtrain laguardia because it is a waste of money,2020-05-27 14:29:16+00:00,2020-05-27,2020-21
606,606,1204,honestly only remembered because i heard a train above me while walking around.,2020-05-27 14:00:12+00:00,2020-05-27,2020-21
607,607,1211,"eerie feeling taking for 1st time since 3 and 15 and irony of ironies, for testing in . knew i was home when mouse scurried by on empty platform at usually bustling w. 4th st. train station 9am.",2020-05-27 13:04:49+00:00,2020-05-27,2020-21
608,608,1214,"now everyone scared to use mass transit, this is going to get crazy",2020-05-27 12:21:50+00:00,2020-05-27,2020-21
609,609,1219,how does this man on the train have a nice fresh haircut? i think he might have a pal who is a barber.,2020-05-27 11:40:35+00:00,2020-05-27,2020-21
610,610,1222,mask. gloves. glasses. clorox wipes. a woman i interviewed this am was terrified to ride the train to her doctors appointment. she has not been on the train in months. think about how she feels when you decide whether or not to wear your mask in public today. https: and and t.co and jwqie14e63,2020-05-27 10:53:50+00:00,2020-05-27,2020-21
611,611,1223,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and cfmtfpksgy",2020-05-27 10:39:27+00:00,2020-05-27,2020-21
612,612,1224,"i had a man on the f train tell me, in broken english, to go back to africa after spiting at my feet. a white woman told me to leave it alone until he got up &amp; sat next to her. that is when she hopped up looking for a cop. &amp; fyi,pressing the intercom for the conductor does nothing",2020-05-27 09:01:48+00:00,2020-05-27,2020-21
613,613,1225,there is a few million people an hour train ride away who agree,2020-05-27 09:01:02+00:00,2020-05-27,2020-21
614,614,1226,i do not live in the bronx anymore but if there are bronx birders i will get on the 2 train in a hot minute.,2020-05-27 08:27:16+00:00,2020-05-27,2020-21
615,615,1233,i feel like one of my talents is falling into a dead sleep by the time the train pulls out of penn station and waking up at the train stop right before i have to get off.,2020-05-27 04:01:18+00:00,2020-05-27,2020-21
616,616,1235,"on that train!!!!! that was fun, too.",2020-05-27 03:48:51+00:00,2020-05-27,2020-21
617,617,1239,any word on when 24 hour operation of subway will resume?,2020-05-27 03:00:41+00:00,2020-05-27,2020-21
618,618,1240,brother i am cryin on the train thinking about how i only get weekends why,2020-05-27 02:56:03+00:00,2020-05-27,2020-21
619,619,1243,"it is not a nimby line! building pylons in is environmentally destructive. the actual nimbys are crying that building an air train over the grand central parkway (an existing row) will ""ruin their views.""",2020-05-27 02:30:57+00:00,2020-05-27,2020-21
620,620,1244,musk could do more miles of tunnels than that. that is around the same place as the 2nd ave subway.,2020-05-27 02:23:51+00:00,2020-05-27,2020-21
621,621,1246,wonder if there was a gap in service that caused the packed train or if this is more routine now. q trains looked empty when i watched them down in midwood from the street last week during the morning. https: and and t.co and nyzumudwii https: and and t.co and 0so1huhwi4,2020-05-27 02:19:23+00:00,2020-05-27,2020-21
622,622,1249,the third freight train of the day is rolling by extremely slow and the rails are squeaking like i have never heard it before. 10 extremely long freighters have torn down the tracks since sunday,2020-05-27 01:40:18+00:00,2020-05-27,2020-21
623,623,1250,someone cleaned their house in the subway and they tight https: and and t.co and j0lc7wkmon,2020-05-27 01:29:53+00:00,2020-05-27,2020-21
624,624,1254,cleared: incident on at hoboken path station,2020-05-27 00:15:26+00:00,2020-05-27,2020-21
625,625,1255,cleared: incident on at hoboken path station,2020-05-27 00:15:25+00:00,2020-05-27,2020-21
626,626,1257,"are you effin kidding me? the canarsie bound l train (r160a and 8341) has been stuck twice, time is of the utmost essence, what the fuck is going on? i got stuck twice in broadway junction &amp; e105 st. get you $!+ together!",2021-03-19 23:49:13+00:00,2021-03-19,2021-11
627,627,1259,lately i have been on the train and have gotten so many airdrops from strangers. i definitely do not accept,2021-03-19 23:44:24+00:00,2021-03-19,2021-11
628,628,1260,"me listening to the guy on the train asking the person on his phone call ""hey did it drop?"" fifty gosh darn times when we entered a tunnel underground https: and and t.co and yy3rrmz7s4",2021-03-19 23:35:19+00:00,2021-03-19,2021-11
629,629,1261,my man smokin a whole l to the face on the train right now,2021-03-19 23:08:25+00:00,2021-03-19,2021-11
630,630,1263,"i do not know what is more embarrassing for this guy on the train, being no mask or wearing a pair of those ripped jeans that have other ripped jeans beneath the rips in the ripped jeans",2021-03-19 22:33:20+00:00,2021-03-19,2021-11
631,631,1265,"audre lorde in the subway. manhattan, new york https: and and t.co and rr6yhwcke5",2021-03-19 21:48:41+00:00,2021-03-19,2021-11
632,632,1266,i just hopped the train and boarded last second as the doors were closing with my friends to make our reservations. i cannot help but feel so happy to be here living life and celebrating.,2021-03-19 21:44:42+00:00,2021-03-19,2021-11
633,633,1267,b82 bus 7684 is tailgating and speeding coney islsn bound not save e 105 and flatlands ave as of 540 pm,2021-03-19 21:41:43+00:00,2021-03-19,2021-11
634,634,1268,you are saying the people who are a) most likely to not be able to do their jobs from home and b) are least likely to be able to afford a car or to the best everywhere are taking the subway more than the people in the upper west side? you do not say!,2021-03-19 21:22:53+00:00,2021-03-19,2021-11
635,635,1270,"i am waiting for the q16 bus ( mta q16, q76 (francis lewis blvd and willets point blvd) in whitestone, ny) https: and and t.co and rasitcil3g",2021-03-19 21:14:51+00:00,2021-03-19,2021-11
636,636,1273,joe biden is a train wreck!!!!!,2021-03-19 19:47:23+00:00,2021-03-19,2021-11
637,637,1276,riding the subway everywhere is such a fun experience!!,2021-03-19 19:31:30+00:00,2021-03-19,2021-11
638,638,1278,bus driver not wearing mask. mta has to enforce safety rules in nyc,2021-03-19 19:29:04+00:00,2021-03-19,2021-11
639,639,1279,just got stuck in between subway doors,2021-03-19 19:20:08+00:00,2021-03-19,2021-11
640,640,1281,yelling at me on the bx7 to avoid coronavirus (and the bookings) is a perfect pandemic nyc moment,2021-03-19 19:16:34+00:00,2021-03-19,2021-11
641,641,1285,why is this f train sitting at 179 street with the doors closed? we been waiting for 3 minutes. https: and and t.co and qr0zcsl6wm,2021-03-19 18:33:17+00:00,2021-03-19,2021-11
642,642,1287,when i was in la i preferred the red line over everything else. and the fact that the purple line is being extended demonstrates that the subway remains useful and popular. is not the red line the busiest of the lines?,2021-03-19 18:25:34+00:00,2021-03-19,2021-11
643,643,1289,let the b train run on weekends challenge,2021-03-19 18:11:49+00:00,2021-03-19,2021-11
644,644,1290,"crazy train, mr. crowley, flying high again. sticking with songs randy played on.",2021-03-19 18:06:36+00:00,2021-03-19,2021-11
645,645,1291,"right now is running a survey designed to tease out whether they should change the way they designate the directions of trains (""this is a flatbush av and brooklyn college bound 2 train""), but i think improving diversion messaging might help more riders.",2021-03-19 17:52:11+00:00,2021-03-19,2021-11
646,646,1292,"next time i trip up the stairs from the subway platform, i am turning around and saluting the masses. https: and and t.co and puqyrlon0p",2021-03-19 17:51:26+00:00,2021-03-19,2021-11
647,647,1294,no shawty in the train was really busting down some popeyes,2021-03-19 17:33:53+00:00,2021-03-19,2021-11
648,648,1299,"i just do not get why men constitute a threesome with two men, a train.... where is the logic ....!? https: and and t.co and lpxkrb7xj0",2021-03-19 16:38:51+00:00,2021-03-19,2021-11
649,649,1310,i am on a train... hoboken https: and and t.co and nru5h78d1z,2021-03-19 14:23:13+00:00,2021-03-19,2021-11
650,650,1313,"one of your turnstiles at the uptown 6 train 23rd street station is malfunctioned. when you swipe your metro card, the turnstile does not move &amp; nothing shows on the screen. but when i go to another turnstile, it says, 'just used'.",2021-03-19 13:28:17+00:00,2021-03-19,2021-11
651,651,1315,8.57 from malverne arrived 10 minutes late this morning. you could not hold the connection at valley for 1 minute? https: and and t.co and lvw9xaxnf4,2021-03-19 13:23:07+00:00,2021-03-19,2021-11
652,652,1316,bruh you are debating with people who play eith themselves forva living. the shit is a train it does not matter if 3 people are there that is a train. unless both men are fucking eachother ( pause ) the shit is a train https: and and t.co and al6c8sq9rj,2021-03-19 12:46:13+00:00,2021-03-19,2021-11
653,653,1317,is there laugh nice bus is horrible,2021-03-19 12:40:02+00:00,2021-03-19,2021-11
654,654,1318,the making sense train left the station when my hair did,2021-03-19 12:20:19+00:00,2021-03-19,2021-11
655,655,1319,why is that the bust m100 stops for over 10 minutes and no excuse whatsoever ??,2021-03-19 12:01:52+00:00,2021-03-19,2021-11
656,656,1321,agreed! there is no dining car on the subway and it is just not safe.,2021-03-19 11:48:02+00:00,2021-03-19,2021-11
657,657,1329,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and 6enj6viuq2",2021-03-19 08:59:57+00:00,2021-03-19,2021-11
658,658,1331,a northbound n train dumped us all at 42nd as the last stop due to a stalled train 10 minutes ago. will the n still be running in queens to ditmars? because it seems the n is broken this evening.,2021-03-19 03:57:08+00:00,2021-03-19,2021-11
659,659,1333,wow i have not been on a mta bus in mad long they take debit cards laugh,2021-03-19 03:24:58+00:00,2021-03-19,2021-11
660,660,1334,does anyone else have an irrational fear of getting pushed down a flight of subway stairs,2021-03-19 03:23:47+00:00,2021-03-19,2021-11
661,661,1335,what the actual fuck? just move the fucking train!,2021-03-19 03:22:54+00:00,2021-03-19,2021-11
662,662,1336,get it together! when is this stupid train going to be moved!?,2021-03-19 03:06:31+00:00,2021-03-19,2021-11
663,663,1342,&amp;that is okay if they do not want to paint that abandon part but the rest where the train passes through under the tracks that are still active it should be repair with paint. many people get on the train here and where is my taxes going to..well i hope it will go on this paint job,2021-03-19 01:51:05+00:00,2021-03-19,2021-11
664,664,1344,"i am at mta subway atlantic ave and barclays center (b and d and n and q and are and 2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and lvveovjgbl",2021-03-19 00:58:06+00:00,2021-03-19,2021-11
665,665,1345,i appreciate your kitchen sink style. i get black olives on every subway sandwich i eat,2021-03-19 00:54:00+00:00,2021-03-19,2021-11
666,666,1347,how the fuck the shuttle train coming in 14 minutes it is one stop just put that bitch in reverse ??,2021-03-19 00:42:40+00:00,2021-03-19,2021-11
667,667,1348,"i am at mta subway 34th st and penn station (1 and 2 and 3) in new york, ny https: and and t.co and yjmdlnhut0",2021-03-19 00:31:03+00:00,2021-03-19,2021-11
668,668,1354,"i am at mta subway atlantic ave and barclays center (b and d and n and q and are and 2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and jkgbaclad3 https: and and t.co and zincf8ngnz",2021-04-04 22:58:19+00:00,2021-04-04,2021-14
669,669,1355,"i am at mta subway forest hills and 71st ave (e and f and m and r) in forest hills, ny https: and and t.co and lv25f0l2y9",2021-04-04 22:54:16+00:00,2021-04-04,2021-14
670,670,1357,"i am at mta subway 14th st (f and l and m) in new york, ny https: and and t.co and eecsjm6slu https: and and t.co and 9braxp3guv",2021-04-04 22:29:27+00:00,2021-04-04,2021-14
671,671,1358,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and xt8y4cccuz",2021-04-04 22:24:30+00:00,2021-04-04,2021-14
672,672,1360,love when rats on the subway tracks sound like birds chirping &lt;3,2021-04-04 21:54:49+00:00,2021-04-04,2021-14
673,673,1361,"i am at mta subway houston st (1) in new york, ny https: and and t.co and zsntus9xh4 https: and and t.co and n6oshbrgi7",2021-04-04 21:54:08+00:00,2021-04-04,2021-14
674,674,1363,"i am at mta subway nevins st (2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and kfjgbbpqtw https: and and t.co and bxyvyqn6i8",2021-04-04 21:32:10+00:00,2021-04-04,2021-14
675,675,1364,i am on this train. the power play is one of the worst i have ever seen. https: and and t.co and 2bkwti4u3z,2021-04-04 21:14:48+00:00,2021-04-04,2021-14
676,676,1366,almost showtime! mta stillwell ave d and f and n and q https: and and t.co and qnpq7szofj,2021-04-04 20:52:31+00:00,2021-04-04,2021-14
677,677,1368,thought the subway was supposed to sell sandwiches????? https: and and t.co and ugtlzxpmbo,2021-04-04 20:13:01+00:00,2021-04-04,2021-14
678,678,1369,i was just called a fucking disgusting homo on the subway and was told to kill myself... cool cool cool happy easter,2021-04-04 20:06:18+00:00,2021-04-04,2021-14
679,679,1375,"i always forget how amazing staring out the window of a train is, particularly when music is involved",2021-04-04 18:51:10+00:00,2021-04-04,2021-14
680,680,1376,"off. ( mta subway 34th st and herald sq (b and d and f and m and n and q and are and w) in new york, ny) https: and and t.co and d63sybmnke",2021-04-04 18:44:09+00:00,2021-04-04,2021-14
681,681,1377,"subway. ( mta subway canal st (6 and j and n and q and are and w and z) in new york, ny) https: and and t.co and hrmnwvjdzh",2021-04-04 18:33:39+00:00,2021-04-04,2021-14
682,682,1378,"ok i will never get grown ass adults running onto the train and looking around helplessly asking ""is this train going to brooklyn?""",2021-04-04 17:36:56+00:00,2021-04-04,2021-14
